,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2647,Bertrand Traoré\c47541e0,bf BFA,FWMF,Aston Villa,eng Premier League,26-247,1995,2.1,24.3,31.9,76.1,463.8,110.0,10.5,11.9,88.0,10.5,13.8,75.9,3.33,3.81,87.5,0.00,0.00,0.00,0.00,1.90,1.90,0.00,4.76,Matches
2648,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,fr Ligue 1,20-264,2001,17.5,32.8,39.4,83.3,680.6,162.3,10.5,12.2,86.0,16.4,18.4,89.1,5.37,7.49,71.8,0.06,0.06,0.00,0.74,2.57,0.46,0.00,3.54,Matches
2649,Charles Traore\de488e56,ml MLI,DF,Nantes,fr Ligue 1,30-130,1992,8.0,42.1,52.4,80.4,784.1,325.1,17.9,19.9,89.9,18.6,22.5,82.8,5.13,8.50,60.3,0.00,0.00,0.00,0.00,3.38,0.38,0.00,4.00,Matches
2650,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,fr Ligue 1,30-104,1992,29.1,57.5,68.1,84.4,1125.1,359.6,20.0,22.5,88.7,29.6,33.4,88.6,7.39,10.7,69.1,0.34,0.14,0.20,1.10,4.09,1.58,0.41,5.36,Matches
2651,Ismaël Traoré\b666421b,ci CIV,DF,Angers,fr Ligue 1,35-266,1986,34.7,43.2,47.8,90.3,988.9,288.4,8.30,9.02,92.0,25.9,27.2,95.2,8.76,10.9,80.4,0.03,0.03,0.00,0.23,1.04,0.03,0.03,1.38,Matches
2652,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31-307,1990,31.0,25.2,38.8,65.0,730.4,467.9,6.03,6.03,100.0,10.1,10.3,97.8,8.94,22.3,40.1,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,Matches
2653,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,fr Ligue 1,29-259,1992,10.5,39.2,54.6,71.9,683.1,271.6,19.0,21.9,87.0,15.7,20.4,77.1,3.62,9.14,39.6,0.00,0.02,-0.02,0.67,2.38,1.05,0.38,3.33,Matches
2654,Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,es La Liga,34-015,1988,22.3,35.6,46.3,76.8,624.0,189.9,17.9,20.6,86.9,12.5,15.0,83.0,4.35,8.61,50.5,0.40,0.20,0.21,2.47,3.99,1.21,0.18,4.80,Matches
2655,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,eng Premier League,27-222,1994,0.1,60.0,60.0,100.0,970.0,370.0,50.0,50.0,100.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,20.0,10.0,0.00,10.0,Matches
2656,Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,es La Liga,30-206,1991,22.4,41.6,51.5,80.7,745.9,226.3,18.5,21.0,88.1,17.7,20.5,86.5,4.60,7.68,59.9,0.18,0.11,0.07,0.94,5.58,1.38,0.13,5.94,Matches
2657,Simone Trimboli\f5f21026,it ITA,MF,Sampdoria,it Serie A,20-022,2002,0.3,90.0,100.0,90.0,1760.0,430.0,33.3,40.0,83.3,43.3,43.3,100.0,13.3,13.3,100.0,0.00,0.00,0.00,3.33,13.3,3.33,0.00,20.0,Matches
2658,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,de Bundesliga,35-076,1987,21.1,35.5,52.0,68.2,690.4,303.5,15.0,17.7,84.7,14.6,18.4,79.2,5.40,13.5,40.0,0.00,0.09,-0.09,1.33,2.89,1.09,0.71,3.74,Matches
2659,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,eng Premier League,22-133,1999,14.6,23.8,31.0,77.0,400.8,88.0,12.3,14.2,86.5,8.63,10.3,83.4,2.40,4.25,56.5,0.07,0.08,-0.01,1.03,1.85,0.89,0.34,2.19,Matches
2660,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,eng Premier League,31-234,1990,3.8,37.6,56.1,67.1,828.9,466.1,14.2,15.8,90.0,13.7,21.1,65.0,8.95,16.8,53.1,0.00,0.11,-0.11,1.84,3.68,1.32,0.00,4.21,Matches
2661,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,es La Liga,31-234,1990,10.8,56.7,71.6,79.2,1121.9,473.3,22.9,25.4,90.1,24.4,29.1,83.8,8.61,15.1,57.1,0.00,0.02,-0.02,0.65,5.00,2.13,0.37,8.06,Matches
2662,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,eng Premier League,28-252,1993,15.4,28.6,36.2,79.0,748.9,238.6,4.22,5.06,83.3,15.8,17.7,89.7,8.44,13.0,65.0,0.00,0.01,-0.01,0.06,1.88,0.06,0.00,2.01,Matches
2663,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,eng Premier League,27-158,1994,30.2,29.6,38.2,77.5,522.3,114.5,15.1,17.8,84.8,9.83,12.5,78.4,3.71,5.17,71.8,0.10,0.11,-0.01,1.39,2.28,1.82,0.20,3.91,Matches
2664,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,fr Ligue 1,20-172,2001,15.5,53.7,65.0,82.6,912.6,279.2,26.5,29.2,90.7,22.4,26.3,85.0,4.19,6.90,60.7,0.06,0.11,-0.05,0.84,3.61,1.23,0.52,4.39,Matches
2665,Philipp Tschauner\73e2f6eb,de GER,GK,RB Leipzig,de Bundesliga,36-189,1985,0.0,3,5,60.0,67,50,1,1,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,Matches
2666,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,eng Premier League,25-364,1996,8.7,48.7,67.9,71.7,892.8,326.2,20.8,23.6,88.3,21.7,27.4,79.4,5.63,13.2,42.6,0.23,0.24,-0.01,2.53,2.64,1.26,0.92,4.60,Matches
2667,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,eng Premier League,24-178,1997,5.6,35.2,40.5,86.8,765.5,199.3,8.93,9.82,90.9,18.6,20.5,90.4,6.96,9.46,73.6,0.00,0.00,0.00,0.00,0.54,0.00,0.00,1.07,Matches
2668,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,it Serie A,24-178,1997,0.1,40.0,40.0,100.0,820.0,490.0,10.0,10.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,Matches
2669,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,eng Premier League,27-049,1995,3.7,23.0,33.0,69.7,422.7,114.9,10.8,13.0,83.3,9.46,11.9,79.5,2.43,5.68,42.9,0.00,0.05,-0.05,1.08,3.51,0.27,0.00,2.97,Matches
2670,Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,es La Liga,20-100,2002,2.3,35.2,40.9,86.2,635.2,110.4,18.7,20.0,93.5,10.4,13.5,77.4,5.65,6.52,86.7,0.00,0.09,-0.09,1.30,2.17,0.43,0.00,1.30,Matches
2671,Tuta\35d64857,br BRA,DF,Eint Frankfurt,de Bundesliga,22-311,1999,23.6,44.2,55.0,80.2,982.8,326.0,11.9,13.5,88.4,23.5,26.5,88.8,8.39,13.8,60.9,0.00,0.00,-0.00,0.13,3.14,0.13,0.08,2.92,Matches
2672,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,eng Premier League,20-101,2002,3.7,20.3,27.6,73.5,346.8,87.8,10.5,12.7,83.0,7.03,8.38,83.9,2.16,4.32,50.0,0.00,0.27,-0.27,2.16,0.81,0.54,0.27,1.89,Matches
2673,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,it Serie A,19-164,2002,25.9,26.2,32.9,79.8,382.3,147.0,14.4,16.7,86.1,9.81,12.0,81.4,0.85,1.39,61.1,0.08,0.08,0.00,0.89,1.43,0.69,0.08,2.51,Matches
2674,Matthieu Udol\cc41f558,fr FRA,DF,Metz,fr Ligue 1,26-052,1996,11.2,33.9,43.9,77.2,630.2,248.9,14.6,16.3,89.6,15.0,17.5,85.7,4.11,8.21,50.0,0.00,0.04,-0.04,0.45,1.52,0.09,0.09,2.50,Matches
2675,Ike Ugbo\8a53d24b,ca CAN,FW,Troyes,fr Ligue 1,23-232,1998,8.6,12.0,14.9,80.5,155.7,21.0,8.95,9.53,93.9,1.98,3.26,60.7,0.58,0.70,83.3,0.00,0.05,-0.05,0.47,0.81,0.35,0.00,0.81,Matches
2676,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,fr Ligue 1,18-046,2004,4.3,43.0,48.4,88.9,845.8,133.5,14.9,16.0,92.8,21.6,23.5,92.1,5.81,7.67,75.8,0.00,0.02,-0.02,0.47,1.86,0.23,0.00,2.09,Matches
2677,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,fr Ligue 1,29-256,1992,26.1,11.6,14.8,78.4,183.6,24.4,6.28,7.32,85.9,4.14,4.79,86.4,0.84,1.80,46.8,0.08,0.05,0.03,0.42,0.23,0.42,0.19,0.65,Matches
2678,Anthony Ujah\99be8fb5,ng NGA,FWMF,Union Berlin,de Bundesliga,31-209,1990,0.4,12.5,22.5,55.6,177.5,0.00,10.0,12.5,80.0,2.50,5.00,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2679,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,it Serie A,25-328,1996,2.7,16.7,24.1,69.2,289.3,146.3,9.26,10.7,86.2,5.56,7.41,75.0,1.85,5.19,35.7,0.00,0.00,0.00,0.00,1.11,0.74,0.00,2.59,Matches
2680,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,33-281,1988,6.0,33.3,39.3,84.7,748.3,426.5,10.3,10.5,98.4,14.3,14.7,97.7,8.17,13.7,59.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2681,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,es La Liga,28-178,1993,1.0,42.0,50.0,84.0,898.0,324.0,14.0,15.0,93.3,22.0,25.0,88.0,6.00,9.00,66.7,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
2682,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,es La Liga,25-001,1997,28.2,13.8,21.8,63.3,192.4,41.1,8.19,11.6,70.6,3.97,6.38,62.2,0.71,1.42,50.0,0.04,0.06,-0.02,0.85,1.03,0.21,0.07,1.42,Matches
2683,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,fr Ligue 1,24-301,1997,22.5,29.4,39.6,74.1,520.8,138.5,14.8,17.3,85.9,10.0,13.1,76.6,3.78,7.07,53.5,0.09,0.19,-0.10,1.38,1.29,1.78,0.44,3.38,Matches
2684,Dayot Upamecano\d248cd8f,fr FRA,DF,Bayern Munich,de Bundesliga,23-196,1998,23.6,82.4,91.1,90.4,1836.7,556.4,20.6,22.1,93.5,45.2,48.5,93.1,16.1,19.4,82.8,0.25,0.06,0.19,0.42,7.42,0.42,0.00,5.59,Matches
2685,Benjamin Uphoff\a9a6fc08,de GER,GK,Freiburg,de Bundesliga,28-276,1993,2.0,31.5,45.0,70.0,1172.5,881.5,2.00,2.00,100.0,14.5,14.5,100.0,15.0,28.5,52.6,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.50,Matches
2686,Jere Uronen\d75f3980,fi FIN,DF,Brest,fr Ligue 1,27-302,1994,9.7,37.7,46.5,81.2,689.5,259.0,16.4,18.1,90.3,16.8,19.8,84.9,3.92,6.70,58.5,0.00,0.01,-0.01,0.31,2.68,1.03,0.31,3.30,Matches
2687,Mark Uth\a3ddb1b9,de GER,MFFW,Köln,de Bundesliga,30-260,1991,21.6,22.7,33.4,68.0,471.4,136.7,9.63,12.6,76.5,7.78,10.2,76.0,5.00,8.56,58.4,0.37,0.25,0.12,1.99,2.69,1.20,0.51,3.10,Matches
2688,Myrto Uzuni\01da7812,al ALB,MFFW,Granada,es La Liga,26-345,1995,9.2,15.2,21.6,70.4,223.4,60.2,8.91,11.2,79.6,4.35,6.52,66.7,1.20,1.96,61.1,0.11,0.07,0.04,0.54,0.54,0.11,0.00,1.09,Matches
2689,Antonio Vacca\444c89d9,it ITA,MF,Venezia,it Serie A,31-363,1990,11.5,51.0,59.1,86.3,1088.6,309.0,15.0,16.9,89.2,25.1,27.5,91.5,10.1,13.1,76.8,0.00,0.03,-0.03,0.35,4.26,0.70,0.00,3.83,Matches
2690,Álvaro Vadillo\61b62b33,es ESP,MFDF,Espanyol,es La Liga,27-241,1994,0.1,70.0,110.0,63.6,1170.0,100.0,30.0,40.0,75.0,10.0,10.0,100.0,10.0,30.0,33.3,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,Matches
2691,Óscar Valentín\592f3158,es ESP,MF,Rayo Vallecano,es La Liga,27-264,1994,25.6,38.2,45.3,84.4,766.5,206.8,14.6,16.0,91.5,16.8,18.8,89.6,6.25,9.10,68.7,0.00,0.04,-0.04,0.51,4.38,0.43,0.04,4.10,Matches
2692,Germán Valera\84f55b4a,es ESP,FWMF,Real Sociedad,es La Liga,20-056,2002,0.6,23.3,28.3,82.4,348.3,60.0,15.0,15.0,100.0,5.00,8.33,60.0,3.33,5.00,66.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
2693,Yan Valery\531a4aa8,fr FRA,DF,Southampton,eng Premier League,23-078,1999,4.1,26.3,37.8,69.7,463.2,144.4,11.2,14.1,79.3,12.2,15.6,78.1,1.95,5.85,33.3,0.00,0.02,-0.02,0.24,2.44,0.24,0.24,1.95,Matches
2694,Martin Valjent\f2c6ac01,sk SVK,DF,Mallorca,es La Liga,26-151,1995,32.3,32.8,39.4,83.3,750.9,286.9,8.92,9.66,92.3,15.7,17.2,91.5,7.68,11.7,65.6,0.00,0.02,-0.02,0.19,2.20,0.03,0.00,1.70,Matches
2695,Jesús Vallejo\c2111b45,es ESP,DF,Real Madrid,es La Liga,25-126,1997,2.1,51.0,57.1,89.2,1072.9,284.3,13.8,14.3,96.7,28.6,28.6,100.0,8.10,13.3,60.7,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.48,Matches
2696,Manu Vallejo\0bc4e720,es ESP,MFFW,Alavés,es La Liga,25-086,1997,3.5,19.7,27.1,72.6,389.7,84.0,10.0,13.1,76.1,5.71,6.57,87.0,3.71,5.71,65.0,0.29,0.11,0.17,1.14,0.57,0.57,0.00,1.14,Matches
2697,Manu Vallejo\0bc4e720,es ESP,FWMF,Valencia,es La Liga,25-086,1997,1.1,28.2,40.0,70.5,463.6,170.9,14.5,16.4,88.9,10.0,13.6,73.3,2.73,7.27,37.5,0.00,0.09,-0.09,1.82,0.91,0.91,0.00,4.55,Matches
2698,Federico Valverde\0959c2a2,uy URU,MF,Real Madrid,es La Liga,23-293,1998,18.3,51.3,58.6,87.5,849.8,194.6,26.6,29.1,91.4,18.5,19.9,92.9,4.64,6.50,71.4,0.05,0.10,-0.04,1.15,5.19,0.93,0.11,3.39,Matches
2699,Vanderson\ee45fd85,br BRA,MFFW,Monaco,fr Ligue 1,20-324,2001,11.1,35.3,49.0,72.1,660.7,217.9,16.2,19.9,81.4,13.4,18.1,74.1,4.68,8.02,58.4,0.09,0.15,-0.06,0.90,3.51,1.44,0.36,3.96,Matches
2700,Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,it Serie A,22-286,1999,11.0,30.2,37.7,80.0,625.5,187.9,10.5,12.2,85.8,14.8,16.6,89.1,4.73,8.00,59.1,0.00,0.01,-0.01,0.09,1.91,0.00,0.00,1.82,Matches
2701,Jonathan Varane\4ade359f,fr FRA,MF,Lens,fr Ligue 1,20-244,2001,0.0,3,3,100.0,24,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2702,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,eng Premier League,29-016,1993,20.3,48.6,54.0,90.0,1121.3,292.9,11.3,12.1,93.9,26.6,28.6,92.9,10.4,12.8,81.5,0.05,0.01,0.03,0.20,3.35,0.00,0.00,2.02,Matches
2703,Jamie Vardy\45963054,eng ENG,FW,Leicester City,eng Premier League,35-120,1987,16.3,9.51,13.4,71.1,152.2,31.0,4.66,6.26,74.5,3.93,5.21,75.3,0.49,0.92,53.3,0.12,0.09,0.04,1.10,0.61,0.92,0.12,1.29,Matches
2704,Ruben Vargas\6ecbddf6,ch SUI,MFFW,Augsburg,de Bundesliga,23-279,1998,22.0,18.6,26.5,70.3,350.9,89.2,7.95,10.0,79.5,7.36,9.91,74.3,2.73,4.27,63.8,0.14,0.11,0.02,1.09,1.59,1.23,0.55,2.36,Matches
2705,Sebastian Vasiliadis\d3112d86,gr GRE,MF,Arminia,de Bundesliga,24-219,1997,12.6,17.9,26.3,67.8,330.2,118.2,8.17,10.2,80.5,6.67,10.1,66.1,2.62,4.76,55.0,0.00,0.02,-0.02,0.56,2.30,0.24,0.00,2.38,Matches
2706,Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,it Serie A,23-201,1998,24.3,33.2,46.3,71.8,669.3,263.0,11.2,13.4,83.4,17.0,21.3,80.1,4.73,9.71,48.7,0.00,0.00,-0.00,0.16,2.39,0.16,0.04,2.35,Matches
2707,Denis Vavro\08990838,sk SVK,DF,Lazio,it Serie A,26-031,1996,0.1,60.0,60.0,100.0,970.0,400.0,30.0,30.0,100.0,20.0,20.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2708,José Luis García Vayá\27dc1378,es ESP,MF,Levante,es La Liga,23-273,1998,20.6,43.9,55.2,79.6,858.0,243.4,19.2,22.2,86.7,16.8,19.3,87.4,7.04,11.8,59.4,0.00,0.10,-0.10,1.12,4.66,0.68,0.15,4.17,Matches
2709,Jesus Vazquez\106c142c,es ESP,DF,Valencia,es La Liga,19-129,2003,9.0,28.2,38.3,73.6,423.0,168.2,16.0,17.6,91.1,10.2,14.1,72.4,1.22,3.89,31.4,0.00,0.02,-0.02,0.67,1.56,0.33,0.22,1.89,Matches
2710,Kevin Vázquez\ee923664,es ESP,DF,Celta Vigo,es La Liga,29-049,1993,13.4,47.8,60.7,78.8,772.5,284.6,25.6,28.4,90.0,17.3,21.7,79.7,3.73,7.69,48.5,0.07,0.03,0.04,0.45,2.09,0.82,0.37,2.99,Matches
2711,Lucas Vázquez\fd51b456,es ESP,DF,Real Madrid,es La Liga,30-314,1991,18.4,66.2,77.0,86.0,1151.0,332.9,32.2,34.7,92.9,27.0,30.5,88.6,6.03,9.95,60.7,0.00,0.13,-0.13,1.63,3.21,2.01,0.49,5.05,Matches
2712,Matías Vecino\44ac04e9,uy URU,MF,Inter,it Serie A,30-260,1991,4.2,38.8,50.0,77.6,668.8,228.8,19.5,22.4,87.2,14.3,18.1,78.9,3.81,6.43,59.3,0.00,0.19,-0.19,0.95,5.71,2.14,0.24,7.38,Matches
2713,Gabriel Veiga\35a6e5c7,es ESP,MF,Celta Vigo,es La Liga,19-349,2002,0.5,64.0,80.0,80.0,1022.0,296.0,34.0,36.0,94.4,26.0,32.0,81.3,4.00,8.00,50.0,0.00,0.00,0.00,2.00,4.00,2.00,0.00,6.00,Matches
2714,Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,it Serie A,36-000,1986,13.9,49.9,63.1,79.0,1032.7,321.3,16.8,20.2,82.9,23.6,27.1,87.0,8.85,14.0,63.1,0.14,0.14,0.00,1.87,5.54,1.37,0.36,5.11,Matches
2715,Joël Veltman\dad4b285,nl NED,DF,Brighton,eng Premier League,30-116,1992,29.9,45.5,58.0,78.4,912.5,332.0,14.8,16.8,88.3,24.4,29.5,82.6,5.79,9.77,59.2,0.03,0.04,-0.00,0.54,3.85,0.57,0.20,3.61,Matches
2716,Mickey van de Ven\8fe2a392,nl NED,DF,Wolfsburg,de Bundesliga,21-022,2001,1.3,39.2,47.7,82.3,773.8,283.8,13.1,13.8,94.4,20.0,23.1,86.7,6.15,10.8,57.1,0.00,0.00,0.00,0.00,2.31,0.00,0.00,1.54,Matches
2717,Unai Vencedor Paris\4112ace5,es ESP,MF,Athletic Club,es La Liga,21-177,2000,24.9,38.8,49.9,77.9,793.6,237.9,13.1,15.7,83.6,18.7,22.2,83.9,6.47,10.4,62.2,0.00,0.03,-0.03,0.60,4.54,0.92,0.16,5.34,Matches
2718,Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,it Serie A,27-029,1995,16.0,50.9,59.3,85.9,1008.8,318.8,18.6,20.5,90.5,24.2,27.0,89.6,7.56,10.6,71.6,0.00,0.03,-0.03,0.44,3.63,0.69,0.25,3.81,Matches
2719,Daniele Verde\d3298c99,it ITA,FWMF,Spezia,it Serie A,25-325,1996,20.0,26.6,38.6,69.0,535.0,161.4,12.2,15.2,80.2,8.75,11.9,73.2,5.20,10.1,51.5,0.15,0.17,-0.03,1.60,1.85,1.00,0.35,3.35,Matches
2720,Simone Verdi\0375723e,it ITA,FWMF,Salernitana,it Serie A,29-303,1992,7.7,23.6,34.9,67.7,486.4,193.2,8.44,10.0,84.4,9.09,12.3,73.7,4.81,8.96,53.6,0.00,0.13,-0.13,1.56,2.08,1.56,0.78,3.77,Matches
2721,Simone Verdi\0375723e,it ITA,FWMF,Torino,it Serie A,29-303,1992,0.5,18.0,34.0,52.9,246.0,80.0,10.0,16.0,62.5,6.00,12.0,50.0,0.00,4.00,0.0,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,Matches
2722,Gonzalo Verdú\1c2c55fc,es ESP,DF,Elche,es La Liga,33-202,1988,15.5,38.1,45.2,84.4,965.1,242.9,5.87,6.45,91.0,22.2,24.0,92.5,9.74,13.9,69.9,0.00,0.00,0.00,0.00,1.61,0.00,0.00,1.42,Matches
2723,Jordan Veretout\4a56052c,fr FRA,MF,Roma,it Serie A,29-071,1993,24.1,46.7,55.3,84.5,980.5,253.7,15.1,16.8,90.3,22.4,25.0,89.9,8.71,12.4,70.2,0.29,0.18,0.11,2.12,4.81,0.66,0.12,3.90,Matches
2724,Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,it Serie A,21-094,2001,1.1,12.7,21.8,58.3,194.5,42.7,7.27,10.0,72.7,3.64,5.45,66.7,1.82,2.73,66.7,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.91,Matches
2725,Vincent Vermeij\7e629adc,nl NED,MF,Freiburg,de Bundesliga,27-275,1994,0.0,2,3,66.7,34,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2726,Marco Verratti\1467af0d,it ITA,MF,Paris S-G,fr Ligue 1,29-187,1992,19.7,91.6,99.9,91.6,1530.7,405.6,45.9,48.7,94.2,34.8,37.3,93.3,8.43,10.3,82.2,0.10,0.13,-0.03,1.37,8.02,2.28,0.05,7.61,Matches
2727,Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,it Serie A,28-120,1994,4.7,31.3,47.9,65.3,638.5,198.3,11.7,15.7,74.3,13.0,20.2,64.2,5.96,9.36,63.6,0.00,0.06,-0.06,1.49,4.26,2.34,0.85,4.89,Matches
2728,Valerio Verre\33ecf462,it ITA,MFFW,Empoli,it Serie A,28-120,1994,2.6,35.0,49.2,71.1,588.1,155.4,19.2,23.1,83.3,11.5,15.8,73.2,3.85,8.08,47.6,0.38,0.15,0.23,1.15,3.46,1.92,0.00,5.00,Matches
2729,Freddie Veseli\d541e703,al ALB,DF,Salernitana,it Serie A,29-172,1992,6.6,25.9,30.8,84.2,509.1,219.5,10.2,10.8,94.4,11.8,13.6,86.7,3.64,5.91,61.5,0.00,0.00,0.00,0.00,1.52,0.30,0.30,1.21,Matches
2730,Mikel Vesga\b0fce72c,es ESP,MF,Athletic Club,es La Liga,28-355,1993,14.6,37.7,47.9,78.7,721.0,235.4,15.4,18.5,83.3,15.7,18.4,85.1,5.68,8.77,64.8,0.00,0.05,-0.05,0.75,4.45,0.89,0.27,6.44,Matches
2731,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,eng Premier League,29-281,1992,6.3,52.1,56.7,91.9,1163.8,330.5,13.8,14.4,95.6,28.6,29.8,95.7,9.05,11.1,81.4,0.00,0.00,0.00,0.16,1.90,0.00,0.00,2.38,Matches
2732,Rúben Vezo\c67cd65c,pt POR,DF,Levante,es La Liga,28-016,1994,25.7,38.3,46.0,83.2,888.2,296.7,8.75,10.5,83.3,20.9,22.4,93.2,8.37,12.2,68.5,0.00,0.01,-0.01,0.16,2.80,0.12,0.00,3.04,Matches
2733,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,it Serie A,25-216,1996,36.0,27.1,34.6,78.3,715.3,449.2,5.69,5.72,99.5,13.6,13.7,99.2,7.53,14.9,50.6,0.00,0.00,0.00,0.03,0.14,0.00,0.00,0.00,Matches
2734,Aleix Vidal\04965583,es ESP,DFMF,Espanyol,es La Liga,32-263,1989,19.6,40.8,50.7,80.5,735.4,276.7,16.9,18.8,90.2,19.0,22.1,85.9,4.13,7.50,55.1,0.00,0.09,-0.09,1.12,2.45,1.17,0.46,3.67,Matches
2735,Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,it Serie A,34-354,1987,7.9,60.0,68.5,87.6,1033.3,268.9,31.6,34.2,92.6,19.2,21.6,88.9,7.47,10.4,72.0,0.13,0.29,-0.16,1.77,4.68,1.90,0.25,5.95,Matches
2736,Nacho Vidal\3a9c4b7b,es ESP,DF,Osasuna,es La Liga,27-107,1995,30.3,33.6,47.0,71.5,634.0,293.8,13.5,16.3,82.8,15.2,20.3,75.0,4.26,8.18,52.0,0.03,0.07,-0.03,0.59,2.57,0.89,0.33,3.00,Matches
2737,Gabriel Vidovic\5360a956,hr CRO,MF,Bayern Munich,de Bundesliga,18-161,2003,0.3,43.3,50.0,86.7,476.7,143.3,36.7,36.7,100.0,6.67,10.0,66.7,0.00,0.00,,0.00,0.00,0.00,3.33,3.33,3.33,0.00,6.67,Matches
2738,Ronaldo Vieira\75e60d75,gw GNB,MF,Sampdoria,it Serie A,23-296,1998,3.7,53.5,61.1,87.6,1047.0,191.9,21.4,24.1,88.8,25.7,27.3,94.1,6.22,9.46,65.7,0.00,0.00,0.00,0.00,2.97,0.54,0.00,2.16,Matches
2739,Nick Viergever\e38f1636,nl NED,DF,Greuther Fürth,de Bundesliga,32-281,1989,22.7,36.7,45.3,81.1,824.3,316.4,8.59,9.96,86.3,20.9,23.0,90.8,6.83,11.5,59.2,0.00,0.01,-0.01,0.04,1.85,0.00,0.00,2.11,Matches
2740,Luca Vignali\c1e8e74e,it ITA,DF,Spezia,it Serie A,26-120,1996,0.9,46.7,56.7,82.4,857.8,166.7,17.8,17.8,100.0,26.7,28.9,92.3,2.22,5.56,40.0,0.00,0.00,0.00,0.00,1.11,0.00,0.00,1.11,Matches
2741,Emanuel Vignato\ec5dae45,it ITA,MFDF,Bologna,it Serie A,21-260,2000,6.4,51.3,61.3,83.7,883.4,251.3,28.4,31.6,90.1,17.2,19.7,87.3,5.63,7.19,78.3,0.00,0.27,-0.27,1.72,4.69,1.88,0.47,5.63,Matches
2742,Dídac Vilà\bad38a94,es ESP,DFMF,Espanyol,es La Liga,32-336,1989,2.2,30.9,38.6,80.0,508.6,157.7,16.8,17.7,94.9,12.7,15.0,84.8,1.36,4.55,30.0,0.00,0.05,-0.05,1.36,1.82,0.45,0.00,1.82,Matches
