Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
2630,Raúl Torrente,es ESP,DF,Granada,es La Liga,21-071,2001,14.2,0.35,0,0,1.69,0.85,0.07,0.14,1.34,1.48,0.07,0.14,0,9.93,1.9,2.11,47.4,Matches
2631,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,22-071,2000,3.4,0,0,0,0.29,0.29,0.29,0.59,0.29,0.29,0,0,0,3.53,0.29,0.88,25,Matches
2632,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,22-071,2000,13.9,0.07,0,0,0.86,1.29,1.15,0.94,0.58,0.36,0,0,0,3.74,0.72,1.73,29.4,Matches
2633,Óliver Torres,es ESP,MFFW,Sevilla,es La Liga,27-182,1994,10.1,0.2,0,0,1.68,1.39,0.2,0.99,0.69,0.99,0,0,0,8.22,0.4,1.98,16.7,Matches
2634,Pau Torres,es ESP,DF,Villarreal,es La Liga,25-115,1997,29,0.17,0,0,0.62,0.45,0,0.07,1.48,0.45,0,0,0,9.14,2.48,1.28,66.1,Matches
2635,Roberto Torres,es ESP,MFFW,Osasuna,es La Liga,33-065,1989,7.9,0.38,0,0,1.01,1.27,0,4.18,1.27,0.38,0,0,0,8.73,0.63,1.52,29.4,Matches
2636,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27-296,1994,28.3,0.35,0,0,2.23,1.63,0.04,0.21,2.51,1.8,0,0,0,14.2,4.73,2.26,67.7,Matches
2637,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,24-277,1997,5.4,0.19,0,0,0.74,0.93,0.19,0.19,3.52,0.37,0,0,0,9.26,2.96,0.93,76.2,Matches
2638,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,30-338,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,Matches
2639,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,28-069,1994,4.8,0.21,0,0,0.83,1.88,0,0.21,2.08,1.04,0,0,0,9.17,1.25,1.67,42.9,Matches
2640,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26-013,1996,5,0.4,0,0,1.6,0.4,0.2,0.8,1.6,1.6,0,0,0,9.2,2,2.8,41.7,Matches
2641,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,25-012,1997,20.8,0.14,0,0,1.59,1.2,0.05,0.38,1.92,1.35,0,0,0,10.2,2.21,2.36,48.4,Matches
2642,Yoann Touzghar,tn TUN,FW,Troyes,fr Ligue 1,35-164,1986,14.6,0,0,0,0.48,1.23,0.62,0.55,0.21,0.27,0,0,0,3.9,1.23,2.74,31,Matches
2643,Andros Townsend,eng ENG,MF,Everton,eng Premier League,30-299,1991,16.2,0.19,0,0,0.62,2.72,0.06,3.46,1.3,0.93,0,0.06,0,7.41,0.31,1.36,18.5,Matches
2644,Adama Traoré,es ESP,FWDF,Barcelona,es La Liga,26-106,1996,3.6,0,0,0,2.22,2.22,0.56,8.33,1.11,0,0,0,0,7.5,0.83,0.83,50,Matches
2645,Adama Traoré,es ESP,FW,Wolves,eng Premier League,26-106,1996,11.9,0,0,0,1.09,3.36,0.76,2.35,0.34,0.76,0,0,0,5.38,1.01,2.18,31.6,Matches
2646,Amadou Traore,fr FRA,FW,Bordeaux,fr Ligue 1,20-065,2002,0.2,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,,Matches
2647,Bertrand Traoré,bf BFA,FWMF,Aston Villa,eng Premier League,26-247,1995,2.1,0,0,0,0,1.9,0.95,1.9,0,0,0.48,0,0,7.14,1.9,3.33,36.4,Matches
2648,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,20-264,2001,17.5,0.34,0,0,3.03,1.03,0,0.06,1.66,2.17,0,0,0,9.94,1.03,0.51,66.7,Matches
2649,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,30-130,1992,8,0.38,0,0,2.88,0.88,0,0.5,2.75,2,0,0,0,9.13,1.5,1.25,54.5,Matches
2650,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,30-104,1992,29.1,0.14,0,0,1.44,0.86,0.31,1.99,1.72,0.96,0,0.03,0.03,8.38,1.37,1.44,48.8,Matches
2651,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,35-266,1986,34.7,0.03,0,0,0.4,0.14,0,0.17,2.13,0.66,0,0,0,7.72,1.53,1.01,60.2,Matches
2652,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31-307,1990,31,0.06,0,0,0,0.1,0,0,0,0,0,0,0,5.1,0,0,,Matches
2653,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,29-259,1992,10.5,0.29,0,0,0.67,0.38,0,2.57,1.81,1.62,0,0,0,6.29,0.86,1.24,40.9,Matches
2654,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,34-015,1988,22.3,0.58,0,0,2.87,3.72,0.18,1.84,0.76,1.39,0,0,0,8.03,1.21,1.88,39.1,Matches
2655,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,27-222,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2656,Manu Trigueros,es ESP,MFFW,Villarreal,es La Liga,30-206,1991,22.4,0.13,0,0,2.41,2.1,0,0.63,0.4,1.03,0.04,0,0,6.74,0.94,1.52,38.2,Matches
2657,Simone Trimboli,it ITA,MF,Sampdoria,it Serie A,20-022,2002,0.3,0,0,0,0,0,0,0,0,3.33,0,0,0,16.7,3.33,0,100,Matches
2658,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,35-076,1987,21.1,0.19,0,0,1.18,0.33,0,3.22,2.37,1.14,0,0,0,9.86,2.04,1.09,65.2,Matches
2659,Francisco Trincão,pt POR,FWMF,Wolves,eng Premier League,22-133,1999,14.6,0,0,0,1.1,1.58,0.07,1.64,1.03,0.96,0,0,0,6.44,0.34,1.37,20,Matches
2660,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,31-234,1990,3.8,0,0,0,1.32,0.79,0,2.37,2.63,2.63,0,0,0,8.42,2.89,1.05,73.3,Matches
2661,Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,31-234,1990,10.8,0.09,0,0,1.48,0.56,0.37,2.5,1.2,1.2,0,0,0,9.35,3.06,1.39,68.8,Matches
2662,William Troost-Ekong,ng NGA,DF,Watford,eng Premier League,28-252,1993,15.4,0.19,0,0,1.1,0.06,0.06,0.06,1.49,0.71,0,0.06,0,7.4,2.08,1.1,65.3,Matches
2663,Leandro Trossard,be BEL,FWMF,Brighton,eng Premier League,27-158,1994,30.2,0.07,0,0,0.89,1.29,0.43,1.95,0.96,0.79,0.03,0.03,0,6.19,0.33,1.03,24.4,Matches
2664,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,20-172,2001,15.5,0.19,0,0,1.35,1.1,0,1.87,1.48,0.84,0.06,0.06,0,8.84,1.03,1.74,37.2,Matches
2665,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,36-189,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
2666,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,25-364,1996,8.7,0.34,0,0,2.53,0.92,0,5.52,1.49,0.92,0,0,0,9.2,0.92,1.15,44.4,Matches
2667,Axel Tuanzebe,eng ENG,DF,Aston Villa,eng Premier League,24-178,1997,5.6,0.18,0,0,0.89,0.54,0,0.18,1.61,1.07,0,0,0,7.68,2.14,1.96,52.2,Matches
2668,Axel Tuanzebe,eng ENG,DF,Napoli,it Serie A,24-178,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,Matches
2669,Ozan Tufan,tr TUR,MF,Watford,eng Premier League,27-049,1995,3.7,0,0,0,2.43,0,0.27,0.81,0.54,0.54,0,0,0,9.46,1.08,2.43,30.8,Matches
2670,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,20-100,2002,2.3,0.43,0,0,1.3,1.74,0,0.43,0.87,0.43,0,0,0,7.83,0,1.3,0,Matches
2671,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,22-311,1999,23.6,0.17,0.04,0.04,1.57,0.55,0.04,0.34,2.54,1.31,0,0,0,12.4,2.63,1.74,60.2,Matches
2672,Christos Tzolis,gr GRE,FWMF,Norwich City,eng Premier League,20-101,2002,3.7,0,0,0,0.81,1.35,0.54,2.43,0.54,0.54,0,0,0,6.76,1.08,4.86,18.2,Matches
2673,Iyenoma Udogie,it ITA,DF,Udinese,it Serie A,19-164,2002,25.9,0.15,0,0,1.43,1.39,0.15,0.54,1.78,1.81,0,0,0,7.95,1.12,1.12,50,Matches
2674,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,26-052,1996,11.2,0,0,0,0.27,0.54,0,1.25,3.48,2.05,0,0,0,6.43,1.79,1.07,62.5,Matches
2675,Ike Ugbo,ca CAN,FW,Troyes,fr Ligue 1,23-232,1998,8.6,0,0,0,1.28,1.74,0.23,0,0.58,0.12,0.12,0,0,4.65,0.93,3.37,21.6,Matches
2676,Chimuanya Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,18-046,2004,4.3,0.47,0,0,3.49,0.7,0,0.23,0.7,0.93,0,0,0,6.98,0.7,1.4,33.3,Matches
2677,Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,29-256,1992,26.1,0.11,0,0,0.61,0.96,0.84,0.77,0.34,0.15,0,0.04,0,2.34,0.5,1.76,22,Matches
2678,Anthony Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,31-209,1990,0.4,0,0,0,10,2.5,0,0,0,0,0,0,0,5,2.5,2.5,50,Matches
2679,Maximilian Ullmann,at AUT,DF,Venezia,it Serie A,25-328,1996,2.7,0,0,0,0.74,0.37,0,1.11,0.74,0,0,0,0,5.56,0.37,2.59,12.5,Matches
2680,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,33-281,1988,6,0,0,0,0,0.33,0,0,0,0,0,0,0,4.5,0,0,,Matches
2681,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,28-178,1993,1,1,0,0,0,1,1,0,1,2,0,0,0,10,2,3,40,Matches
2682,Enes Ünal,tr TUR,FW,Getafe,es La Liga,25-001,1997,28.2,0.28,0,0,2.94,2.59,0.46,0.43,0.25,0.57,0,0,0,3.51,5.67,7.3,43.7,Matches
2683,Cengiz Ünder,tr TUR,FWMF,Marseille,fr Ligue 1,24-301,1997,22.5,0.09,0.04,0.04,0.44,1.47,0.4,2.8,0.76,0.53,0.04,0,0,4.36,0.49,0.49,50,Matches
2684,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,23-196,1998,23.6,0.13,0,0,1.31,0.55,0.04,0.17,2.75,1.36,0,0.04,0,13.6,3.09,2.08,59.8,Matches
2685,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,28-276,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,,Matches
2686,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,27-302,1994,9.7,0,0,0,0.52,1.13,0,1.24,1.75,2.27,0,0,0,6.91,1.34,0.62,68.4,Matches
2687,Mark Uth,de GER,MFFW,Köln,de Bundesliga,30-260,1991,21.6,0.14,0,0,1.71,2.36,0.46,1.94,1.2,0.97,0,0,0,6.16,0.93,1.85,33.3,Matches
2688,Myrto Uzuni,al ALB,MFFW,Granada,es La Liga,26-345,1995,9.2,0.43,0,0,1.74,1.3,0.87,0.65,1.63,0.98,0,0.11,0,7.93,0.76,2.28,25,Matches
2689,Antonio Vacca,it ITA,MF,Venezia,it Serie A,31-363,1990,11.5,0.35,0,0,2,0.78,0,0.09,3.04,1.91,0,0,0,10.6,0.61,1.22,33.3,Matches
2690,Álvaro Vadillo,es ESP,MFDF,Espanyol,es La Liga,27-241,1994,0.1,10,0,0,10,10,0,0,0,0,0,0,0,0,10,0,100,Matches
2691,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,27-264,1994,25.6,0.31,0,0,2.93,2.19,0,0.08,2.97,2.3,0,0.04,0,12.4,1.68,2.42,41,Matches
2692,Germán Valera,es ESP,FWMF,Real Sociedad,es La Liga,20-056,2002,0.6,0,0,0,5,0,0,0,0,1.67,0,0,0,11.7,0,1.67,0,Matches
2693,Yan Valery,fr FRA,DF,Southampton,eng Premier League,23-078,1999,4.1,0,0,0,1.22,0.73,0,0.49,2.93,1.71,0,0,0,10.2,3.66,1.95,65.2,Matches
2694,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,26-151,1995,32.3,0.12,0,0,0.68,0.37,0.03,0.03,1.42,0.43,0,0.06,0,8.45,2.23,1.08,67.3,Matches
2695,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,25-126,1997,2.1,0.48,0,0,1.43,0.48,0,0,0,1.43,0,0.48,0,5.71,2.86,0,100,Matches
2696,Manu Vallejo,es ESP,MFFW,Alavés,es La Liga,25-086,1997,3.5,0,0,0,1.14,1.43,0,0.57,2,0.86,0,0,0,2.86,0.86,3.71,18.8,Matches
2697,Manu Vallejo,es ESP,FWMF,Valencia,es La Liga,25-086,1997,1.1,2.73,0,0,5.45,1.82,0.91,2.73,0,1.82,0,0,0,6.36,2.73,5.45,33.3,Matches
2698,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,23-293,1998,18.3,0.11,0,0,1.2,0.66,0.27,1.31,1.97,1.09,0,0,0,7.98,0.77,0.6,56,Matches
2699,Vanderson,br BRA,MFFW,Monaco,fr Ligue 1,20-324,2001,11.1,0.27,0,0,1.62,1.35,0.27,2.34,1.35,1.53,0,0,0,9.46,1.35,2.16,38.5,Matches
2700,Zinho Vanheusden,be BEL,DF,Genoa,it Serie A,22-286,1999,11,0.27,0,0,1.27,1,0,0.45,2.09,1.09,0,0.09,0.09,8.09,2.36,1.73,57.8,Matches
2701,Jonathan Varane,fr FRA,MF,Lens,fr Ligue 1,20-244,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
2702,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,29-016,1993,20.3,0,0,0,0.34,0.34,0,0,1.72,0.79,0,0,0,9.06,3.1,1.67,64.9,Matches
2703,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,35-120,1987,16.3,0.12,0,0,0.74,0.74,1.1,0.98,0.31,0.06,0,0,0.06,2.39,1.41,2.7,34.3,Matches
2704,Ruben Vargas,ch SUI,MFFW,Augsburg,de Bundesliga,23-279,1998,22,0.18,0,0,1.73,1.41,0.55,1.73,1.55,0.68,0,0,0,6.59,0.86,2.55,25.3,Matches
2705,Sebastian Vasiliadis,gr GRE,MF,Arminia,de Bundesliga,24-219,1997,12.6,0.24,0,0,1.43,0.56,0.08,0.48,2.86,1.98,0,0,0,11.7,1.43,1.11,56.3,Matches
2706,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,23-201,1998,24.3,0.29,0,0,1.32,1.07,0.04,0.49,2.67,1.89,0,0,0,10.4,2.72,2.43,52.8,Matches
2707,Denis Vavro,sk SVK,DF,Lazio,it Serie A,26-031,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,100,Matches
2708,José Luis García Vayá,es ESP,MF,Levante,es La Liga,23-273,1998,20.6,0.44,0,0,2.62,1.12,0,0.53,1.65,1.55,0,0,0,9.81,1.65,0.83,66.7,Matches
2709,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,19-129,2003,9,0,0,0,1.44,1.11,0,1.78,1.67,2.33,0,0,0,9,2.11,2.33,47.5,Matches
2710,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,29-049,1993,13.4,0.22,0,0,1.87,1.42,0,2.61,2.61,1.72,0,0.07,0,8.73,1.42,2.01,41.3,Matches
2711,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,30-314,1991,18.4,0.16,0,0,1.47,1.74,0.27,2.93,1.41,1.68,0,0,0,7.45,0.22,0.49,30.8,Matches
2712,Matías Vecino,uy URU,MF,Inter,it Serie A,30-260,1991,4.2,0.48,0,0,2.14,0.71,0,1.67,0.95,0.71,0,0,0,11,3.81,2.62,59.3,Matches
2713,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,19-349,2002,0.5,0,0,0,0,6,0,2,4,4,0,0,0,14,2,10,16.7,Matches
2714,Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,36-000,1986,13.9,0.43,0.07,0.07,1.08,0.43,0,2.23,1.44,0.94,0,0,0,13.9,2.23,1.73,56.4,Matches
2715,Joël Veltman,nl NED,DF,Brighton,eng Premier League,30-116,1992,29.9,0.2,0,0,1.54,1.07,0,0.97,2.14,1.2,0.03,0.03,0,9.8,2.17,1.34,61.9,Matches
2716,Mickey van de Ven,nl NED,DF,Wolfsburg,de Bundesliga,21-022,2001,1.3,0,0,0,0,1.54,0,0.77,4.62,2.31,0,0,0,10,5.38,0.77,87.5,Matches
2717,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,21-177,2000,24.9,0.16,0,0,1.45,1.41,0,1.04,0.88,0.8,0.04,0,0,10.3,1.16,1.53,43.3,Matches
2718,Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,27-029,1995,16,0.19,0,0,0.94,1.75,0,1.44,0.75,0.44,0,0,0.06,6.38,0.81,0.44,65,Matches
2719,Daniele Verde,it ITA,FWMF,Spezia,it Serie A,25-325,1996,20,0.1,0,0,0.1,0.55,0.6,2.5,1.35,0.25,0,0,0,4.9,0.15,0.15,50,Matches
2720,Simone Verdi,it ITA,FWMF,Salernitana,it Serie A,29-303,1992,7.7,0.39,0,0,1.43,2.6,0.13,3.12,0.52,0.91,0,0,0,6.62,0.78,1.56,33.3,Matches
2721,Simone Verdi,it ITA,FWMF,Torino,it Serie A,29-303,1992,0.5,0,0,0,2,2,2,6,2,4,0,0,0,12,2,2,50,Matches
2722,Gonzalo Verdú,es ESP,DF,Elche,es La Liga,33-202,1988,15.5,0.71,0,0,1.74,0.84,0,0.13,1.48,1.1,0,0.06,0,6.26,2.13,1.29,62.3,Matches
2723,Jordan Veretout,fr FRA,MF,Roma,it Serie A,29-071,1993,24.1,0.25,0,0,0.83,0.95,0.04,1.2,1.08,1.33,0,0,0,7.59,0.5,0.83,37.5,Matches
2724,Edoardo Vergani,it ITA,FWMF,Salernitana,it Serie A,21-094,2001,1.1,0,0,0,2.73,0.91,0.91,0,0,0.91,0,0,0,5.45,1.82,2.73,40,Matches
2725,Vincent Vermeij,nl NED,MF,Freiburg,de Bundesliga,27-275,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,Matches
2726,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,29-187,1992,19.7,0.61,0,0,2.03,2.54,0.05,0.3,1.17,2.08,0,0,0.05,7.51,0.3,0.66,31.6,Matches
2727,Valerio Verre,it ITA,MFFW,Sampdoria,it Serie A,28-120,1994,4.7,0,0,0,2.13,2.77,0,2.77,0.85,1.49,0,0,0,8.94,1.91,1.28,60,Matches
2728,Valerio Verre,it ITA,MFFW,Empoli,it Serie A,28-120,1994,2.6,0.77,0.38,0,2.69,0.77,0,1.15,1.15,1.15,0,0,0,7.31,0,3.08,0,Matches
2729,Freddie Veseli,al ALB,DF,Salernitana,it Serie A,29-172,1992,6.6,0.45,0.15,0.15,0.91,0.15,0,0.61,1.67,0.45,0,0.15,0,3.94,1.06,0.45,70,Matches
2730,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,28-355,1993,14.6,0.48,0.14,0.14,2.95,1.23,0,0.82,1.85,0.89,0,0.07,0,11.9,2.88,1.64,63.6,Matches
2731,Jannik Vestergaard,dk DEN,DF,Leicester City,eng Premier League,29-281,1992,6.3,0.32,0,0,0.95,0.16,0,0,2.38,1.75,0,0.16,0,7.46,2.54,1.75,59.3,Matches
2732,Rúben Vezo,pt POR,DF,Levante,es La Liga,28-016,1994,25.7,0.12,0,0,1.25,1.09,0,0.19,1.75,1.17,0.04,0.04,0,9.07,2.68,1.63,62.2,Matches
2733,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,25-216,1996,36,0,0,0,0.03,0.22,0,0,0,0,0,0.03,0,4.47,0,0,,Matches
2734,Aleix Vidal,es ESP,DFMF,Espanyol,es La Liga,32-263,1989,19.6,0.46,0,0,1.22,1.68,0.05,1.63,2.5,1.28,0,0.05,0,8.93,0.56,0.56,50,Matches
2735,Arturo Vidal,cl CHI,MF,Inter,it Serie A,34-354,1987,7.9,0.38,0,0,2.53,1.27,0.13,0.63,1.01,2.53,0,0,0,10.5,1.77,1.77,50,Matches
2736,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,27-107,1995,30.3,0.3,0,0,1.75,1.12,0.1,1.55,1.85,1.39,0.03,0.07,0,9.47,2.48,1.22,67,Matches
2737,Gabriel Vidovic,hr CRO,MF,Bayern Munich,de Bundesliga,18-161,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,,Matches
2738,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,23-296,1998,3.7,0.54,0,0,2.7,1.08,0,0,1.89,1.89,0,0,0,10.5,1.35,2.97,31.3,Matches
2739,Nick Viergever,nl NED,DF,Greuther Fürth,de Bundesliga,32-281,1989,22.7,0.09,0,0,0.62,0.31,0,0.04,2.38,1.19,0,0,0,8.81,1.32,1.72,43.5,Matches
2740,Luca Vignali,it ITA,DF,Spezia,it Serie A,26-120,1996,0.9,0,0,0,0,0,1.11,2.22,1.11,1.11,0,0,0,6.67,1.11,3.33,25,Matches
2741,Emanuel Vignato,it ITA,MFDF,Bologna,it Serie A,21-260,2000,6.4,0.31,0,0,0.78,0.63,0,2.19,0.47,1.72,0,0,0,9.06,0.63,1.41,30.8,Matches
2742,Dídac Vilà,es ESP,DFMF,Espanyol,es La Liga,32-336,1989,2.2,0.91,0,0,2.73,0.45,0,1.36,1.82,0.91,0,0,0,7.27,0.91,1.82,33.3,Matches
2743,Tonny Vilhena,nl NED,MFFW,Espanyol,es La Liga,27-128,1995,8.2,0.49,0,0,1.83,1.22,0.24,1.95,0.73,0.61,0,0,0,5.24,1.22,1.22,50,Matches
2744,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,24-223,1997,5.4,0,0,0,2.22,2.41,0.56,0.74,0,0.37,0,0,0,1.67,3.7,2.59,58.8,Matches
2745,Gonzalo Villar,es ESP,MF,Getafe,es La Liga,24-049,1998,2.7,0,0,0,3.7,4.44,0,0,1.11,1.85,0,0,0,10.7,1.48,1.48,50,Matches
2746,Matías Viña,uy URU,DF,Roma,it Serie A,24-183,1997,17.3,0.12,0,0,0.52,1.16,0.12,1.33,2.43,1.27,0,0,0,7.8,0.92,0.98,48.5,Matches
2747,Nicolas Viola,it ITA,MF,Bologna,it Serie A,32-211,1989,1.1,0,0,0,1.82,0.91,0,1.82,1.82,2.73,0,0,0,15.5,3.64,0,100,Matches
2748,Mattia Viti,it ITA,DF,Empoli,it Serie A,20-107,2002,15.6,0.19,0.06,0.06,0.96,0.96,0.06,0,2.12,1.41,0,0,0.06,8.46,1.92,2.44,44.1,Matches
2749,Vitolo,es ESP,MFFW,Getafe,es La Liga,32-190,1989,2.5,0,0,0,2.8,3.6,0.4,0.8,0.4,0.4,0,0,0,3.2,1.2,1.2,50,Matches
2750,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,22-300,1999,21.1,0.05,0,0,1,0.9,0.05,0,1.8,1,0,0,0,11.7,1.61,2.51,39.1,Matches
2751,Dušan Vlahovi?,rs SRB,FW,Juventus,it Serie A,22-103,2000,11.1,0.18,0,0,0.9,1.98,0.99,0.54,0.18,0.18,0,0,0,3.87,1.62,2.97,35.3,Matches
2752,Dušan Vlahovi?,rs SRB,FW,Fiorentina,it Serie A,22-103,2000,20.6,0.1,0,0,0.97,2.57,0.92,0.87,0.19,0.15,0,0,0,3.01,2.18,2.48,46.9,Matches
2753,Nikola Vlaši?,hr CRO,FWMF,West Ham,eng Premier League,24-219,1997,6.2,0,0,0,1.45,3.06,0.48,2.42,1.61,1.77,0,0,0,7.1,0.97,1.77,35.3,Matches
2754,Andreas Voglsammer,de GER,FWMF,Union Berlin,de Bundesliga,30-122,1992,9.3,0.11,0,0,1.61,1.72,1.51,1.83,0.11,0.86,0,0,0,5.05,4.84,6.88,41.3,Matches
2755,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,30-230,1991,27.5,0.22,0,0,0.84,0.73,0.04,0.15,1.09,0.62,0,0,0,12.2,1.27,1.38,47.9,Matches
2756,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,27-099,1995,21.4,0.14,0,0,1.21,0.51,0.05,2.9,1.26,0.7,0,0,0,8.13,1.54,1.31,54.1,Matches
2757,Kevin Volland,de GER,MFFW,Monaco,fr Ligue 1,29-285,1992,25.1,0.32,0,0,2.07,1.24,0.64,1.04,0.36,0.8,0.08,0,0.04,4.14,1.12,2.59,30.1,Matches
2758,Cristian Volpato,au AUS,MF,Roma,it Serie A,18-177,2003,0.3,0,0,0,0,3.33,0,0,0,0,0,0,0,13.3,0,3.33,0,Matches
2759,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,19-219,2002,12.5,0.16,0,0,3.68,1.44,0.08,1.12,1.44,2.16,0,0,0,8.96,1.68,1.76,48.8,Matches
2760,Stefan de Vrij,nl NED,DF,Inter,it Serie A,30-095,1992,25,0.12,0,0,0.8,0.32,0,0,1.6,1.16,0,0.04,0.04,9.6,3.2,1.96,62,Matches
2761,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,30-121,1992,10.1,0.4,0,0,1.68,0.5,0.2,2.87,1.09,1.88,0,0,0,9.21,4.46,2.18,67.2,Matches
2762,Nikola Vuk?evi?,me MNE,MF,Levante,es La Liga,30-149,1991,1.3,0.77,0,0,2.31,0.77,0,0,3.08,1.54,0,0,0,21.5,4.62,1.54,75,Matches
2763,Mat?j Vydra,cz CZE,FW,Burnley,eng Premier League,30-010,1992,7.5,0.13,0,0,1.73,1.47,0.67,0.4,0.4,1.07,0,0,0,3.33,2.53,8.27,23.5,Matches
2764,Walace,br BRA,MF,Udinese,it Serie A,27-037,1995,31,0.19,0.03,0,1.65,1.16,0.03,0.29,2.52,2.03,0,0.03,0,11.1,0.84,0.84,50,Matches
2765,Theo Walcott,eng ENG,MFFW,Southampton,eng Premier League,33-056,1989,4.2,0,0,0,0.48,1.43,0.48,0.95,1.67,0.71,0,0,0,5,0.71,0.95,42.9,Matches
2766,Luca Waldschmidt,de GER,MFFW,Wolfsburg,de Bundesliga,25-357,1996,8,0.25,0,0,1.38,1.38,0,0.63,1.25,0.38,0.13,0,0,5.75,0.38,1.63,18.8,Matches
2767,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,31-348,1990,19.5,0.05,0,0,0.36,0.67,0.05,1.44,1.28,0.82,0,0,0,7.95,1.08,0.87,55.3,Matches
2768,Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,25-028,1997,27.3,0.18,0,0,1.06,1.83,0.07,1.14,2.01,0.99,0,0,0,8.68,1.03,1.25,45.2,Matches
2769,Sebastian Walukiewicz,pl POL,DF,Cagliari,it Serie A,22-036,2000,3.4,0.29,0,0,1.18,1.18,0,0.29,2.65,1.47,0,0,0,5.88,0.59,0.88,40,Matches
2770,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,24-166,1997,19.9,0.1,0,0,0.95,0.85,0.05,1.11,2.56,1.26,0,0.05,0,8.24,0.95,1.56,38,Matches
